10 -835.80566148
15 -844.86819476
20 -852.88466673
25 -857.63184882
30 -859.07694543
35 -859.46058298
40 -859.53689003
45 -859.55176628
50 -859.55217010
55 -859.55356037
60 -859.55651890
65 -859.55854092
70 -859.56006167
75 -859.56046287
80 -859.56053383
85 -859.56054655
90 -859.56063037
95 -859.56080429
100 -859.56098466
